,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind,hour,date,day,product,product_Accessible,product_Basic,product_Lux,product_SUV,product_Sedan,product_Shared,product_XL
1270,2.46,Uber,Beacon Hill,Fenway,14.0,1.0,01453ac6-9421-4494-afe6-a85e98e30f9c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:21.05.10,44.67,1.0,1009.1,,0.85,9.12,21,2018-11-26,Monday,XL,0,0,0,0,0,0,1
1800,2.14,Uber,South Station,West End,7.5,1.0,7153fca1-6353-40d0-8fe6-6a23c044289d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:06.49.04,41.07,0.98,1014.35,,0.92,1.8,6,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
902,4.76,Uber,Financial District,Boston University,43.0,1.0,5607398c-c08d-4b6e-9acc-729a1f412d86,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:09.32.18,33.59,0.42,991.81,,0.83,5.78,9,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2598,1.04,Uber,Financial District,North End,27.0,1.0,400cb098-dabe-48aa-974c-c3ba5d5f6827,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:11.06.24,33.24,0.37,990.67,,0.82,6.63,11,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3283,1.22,Uber,Northeastern University,Back Bay,,1.0,bda2da9c-6cd6-44e4-abaa-efec68e5d3dc,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:04.43.18,40.61,0.86,1014.17,,0.93,2.65,4,2018-11-26,Monday,,0,0,0,0,0,0,0
2600,1.04,Uber,Financial District,North End,12.0,1.0,d3291fcb-1e21-4ef9-a6a7-91a6310f2d1d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:11.06.24,33.24,0.37,990.67,,0.82,6.63,11,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3406,1.44,Lyft,Back Bay,Fenway,16.5,1.0,9692ebae-65fc-4bc9-ad2c-589d1ee3763d,lyft_lux,Lux Black,2018-11-29:01.27.03,38.16,0.59,997.52,,0.72,10.33,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
1436,1.96,Lyft,Back Bay,Haymarket Square,10.5,1.0,337fe59f-ba5d-40ed-a9e1-75ed17fa10e7,lyft,Lyft,2018-11-26:09.29.09,40.88,1.0,1014.75,,0.93,1.18,9,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
3059,0.54,Uber,Financial District,South Station,,1.0,bce18a0f-29e3-4e53-89e5-836eeed7327b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:01.27.03,36.67,0.58,997.48,,0.77,10.53,1,2018-11-29,Thursday,,0,0,0,0,0,0,0
3379,3.01,Uber,Boston University,North Station,10.5,1.0,350ecc36-f7cc-4135-86f6-69396385ccc3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:00.58.48,44.02,0.98,1006.01,0.1378,0.9,9.98,0,2018-11-27,Tuesday,Accessible,1,0,0,0,0,0,0
1021,3.1,Lyft,Boston University,Theatre District,34.0,1.0,885411ba-39e9-4fef-b687-2424ccfe2517,lyft_luxsuv,Lux Black XL,2018-11-28:11.06.24,33.29,0.38,990.68,,0.82,6.61,11,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1733,1.61,Uber,Haymarket Square,Theatre District,,1.0,dce68502-e2b2-4243-9720-732b243d1545,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:12.05.09,40.11,0.95,1015.2,,0.93,2.6,12,2018-11-26,Monday,,0,0,0,0,0,0,0
2376,3.32,Uber,West End,Boston University,19.0,1.0,f23ef2f0-e7bc-40f8-877d-330916c179a6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:23.45.57,39.43,0.88,995.88,,0.66,10.17,23,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1318,5.56,Uber,Boston University,Financial District,14.5,1.0,5745ef44-85fa-4789-971e-6d04e70fc1f3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:00.45.22,38.87,0.04,992.1,,0.73,7.53,0,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1685,0.59,Lyft,South Station,Theatre District,10.5,1.0,a71b9818-bc97-4547-8c7f-01e8660b0464,lyft_premier,Lux,2018-11-29:04.32.07,37.26,0.5,998.74,,0.72,10.01,4,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
3666,1.94,Uber,Theatre District,Northeastern University,,1.0,ef1c1083-dfc1-4f59-8a94-b9e167938498,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:14.05.09,42.44,0.91,1014.84,0.0088,0.91,2.25,14,2018-11-26,Monday,,0,0,0,0,0,0,0
3779,1.64,Uber,Back Bay,Northeastern University,16.0,1.0,d28e67b8-ecb4-4f7c-9bca-a54f4738460f,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:09.43.15,33.07,0.4,991.99,,0.85,6.76,9,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
392,5.45,Lyft,Boston University,Financial District,34.0,1.0,f3ea8d77-1f38-4d07-8920-3b5866df018a,lyft_lux,Lux Black,2018-11-28:16.02.07,41.1,0.62,991.56,,0.62,9.92,16,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3395,2.84,Uber,Fenway,West End,11.0,1.0,bb559868-2b95-4be8-a1da-dffcefd8afb1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:18.32.09,41.18,0.99,991.7,,0.64,10.26,18,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
935,1.34,Lyft,Haymarket Square,Beacon Hill,16.5,1.0,1d89aa0d-abbe-434d-a624-dc52a85bcf8f,lyft_lux,Lux Black,2018-11-26:09.29.09,40.87,1.0,1014.75,,0.93,1.23,9,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
1188,4.76,Uber,Financial District,Boston University,9.0,1.0,32042986-a44c-4d30-8cb1-2c8abd01d4d5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.31.37,35.0,0.16,991.78,,0.8,6.44,7,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
260,0.92,Uber,North Station,North End,11.5,1.0,39e03bb3-23b3-4884-8c8e-1162020e8f6c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:21.05.10,44.86,1.0,1009.12,,0.84,9.32,21,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
1728,1.81,Uber,Northeastern University,Theatre District,,1.0,b24562d4-50a8-4a90-bee2-c4cdc34a6a6d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:12.05.09,40.11,0.95,1015.2,,0.93,2.6,12,2018-11-26,Monday,,0,0,0,0,0,0,0
1677,3.05,Uber,Fenway,North Station,10.0,1.0,2b9478c8-41da-4e60-9c8c-5cb96a81d417,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:02.07.18,38.35,0.5,997.89,0.002,0.7,10.38,2,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3516,3.08,Uber,Northeastern University,West End,10.5,1.0,11e6092d-3c6e-4629-a562-d18d48397213,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:06.15.16,40.41,1.0,1014.19,,0.92,1.22,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
1472,1.5,Uber,Back Bay,Fenway,12.0,1.0,0fbbc68a-bc80-43f4-ac7c-289fa0ee65b1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58,2,2018-11-27,Tuesday,XL,0,0,0,0,0,0,1
1286,1.89,Uber,South Station,Back Bay,31.0,1.0,0dfc11df-1eca-46d2-b40e-5e5cbcae455b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:19.35.10,45.98,0.92,1010.87,,0.83,8.63,19,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3096,2.32,Uber,Fenway,Beacon Hill,11.0,1.0,fb57de14-1ec5-4266-9c70-ed2c7ce25c65,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:23.49.34,39.34,0.86,995.91,,0.66,10.4,23,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2418,0.74,Lyft,Haymarket Square,North Station,3.0,1.0,b9f72fc3-7c9f-41b6-ba66-35da1a111f8c,lyft_line,Shared,2018-11-26:19.35.10,45.79,0.91,1010.89,,0.83,8.59,19,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
3446,1.03,Uber,North Station,North End,12.0,1.0,fdf309b1-3094-49e1-9650-a39a56343780,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:00.39.28,38.55,0.75,996.8,,0.69,11.13,0,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
2181,2.2,Uber,Haymarket Square,Back Bay,10.0,1.0,5c000936-3fb8-4e9b-ac5c-c66a08edd00f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:08.21.02,40.98,0.97,1014.43,,0.92,1.37,8,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
3198,2.68,Lyft,Beacon Hill,Boston University,16.5,1.0,50538d98-6bdb-4ed6-8ea3-14236a7bf35a,lyft_premier,Lux,2018-11-29:04.09.18,37.71,0.57,998.48,,0.7,9.34,4,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
505,1.41,Uber,Theatre District,North End,8.0,1.0,23b6b931-cd6d-49c5-83e3-5032b33735bb,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97,1,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
829,0.62,Uber,West End,Haymarket Square,6.5,1.0,a78f76d1-0077-4713-8e72-a01f23401a1e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79,2,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3321,2.84,Lyft,West End,Fenway,16.5,1.0,2827cde6-b203-491b-915c-cf12beafc9b5,lyft_premier,Lux,2018-11-28:18.32.07,41.13,0.98,991.73,0.0021,0.64,10.2,18,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
3581,3.27,Lyft,Back Bay,South Station,11.0,1.0,1bde200a-2f51-4c0d-8f3c-f75e7a74f621,lyft,Lyft,2018-11-29:02.09.19,38.65,0.5,997.93,0.002,0.7,10.51,2,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
2495,0.62,Uber,West End,Haymarket Square,26.0,1.0,e16367fa-176d-4bd6-b174-e7df6e94ba81,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:15.35.09,44.39,0.89,1014.21,,0.89,5.01,15,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
1301,4.48,Uber,Fenway,Financial District,10.0,1.0,9e259273-376a-40f1-9443-0b3a6f8256bf,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27:00.58.48,44.6,0.98,1005.99,0.196,0.88,9.98,0,2018-11-27,Tuesday,Shared,0,0,0,0,0,1,0
3373,1.34,Lyft,South Station,Back Bay,5.0,1.0,10ef7847-17ba-4a51-9496-300e4a43c85b,lyft_line,Shared,2018-11-26:21.05.10,44.85,1.0,1009.1,,0.84,9.21,21,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
103,5.37,Lyft,Boston University,Financial District,13.5,1.0,2d46f4c9-4e4a-4707-bd8c-224cbbc83f44,lyft,Lyft,2018-11-29:01.02.08,36.85,0.71,997.12,,0.76,10.0,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
1577,2.05,Lyft,Theatre District,Northeastern University,30.0,1.0,eec59688-6544-40f8-9de1-95b2d75d39f9,lyft_luxsuv,Lux Black XL,2018-11-28:17.32.07,41.52,0.85,991.69,,0.63,9.9,17,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
896,0.72,Uber,Haymarket Square,West End,8.5,1.0,198fab51-f121-4ad6-8fee-7650b654f2bd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:02.09.19,38.27,0.49,997.92,0.002,0.7,10.4,2,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
161,1.97,Lyft,Back Bay,Haymarket Square,11.0,1.25,b3287c71-2104-4d46-8732-867f268c025d,lyft,Lyft,2018-11-26:06.49.45,41.13,0.98,1014.35,,0.92,1.82,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
380,1.47,Lyft,Boston University,Back Bay,19.5,1.0,851dad15-8780-433e-93b1-67b1de8d108a,lyft_lux,Lux Black,2018-11-28:21.53.39,40.82,0.85,993.97,,0.63,9.13,21,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2538,2.04,Uber,Back Bay,Haymarket Square,14.0,1.0,8f9421ac-3acc-4114-88ba-9493ea12e179,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93,17,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
327,0.73,Uber,Haymarket Square,West End,15.0,1.0,486f5af0-d284-4855-aeeb-fa007d69eefe,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.53.39,38.44,0.57,997.66,,0.7,10.01,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3761,2.64,Lyft,North End,Back Bay,38.5,1.5,dcf898aa-7136-474b-8dd5-eaebbb10b066,lyft_lux,Lux Black,2018-11-29:02.07.18,38.45,0.51,997.91,,0.7,10.31,2,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3431,1.22,Uber,Northeastern University,Back Bay,,1.0,3505307b-138e-4f9c-aa66-b51089058668,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:00.45.22,38.95,0.04,992.11,,0.72,7.46,0,2018-11-28,Wednesday,,0,0,0,0,0,0,0
254,2.98,Uber,Theatre District,Boston University,,1.0,c9500a6e-96ae-48bf-b651-71373341ba01,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:13.32.07,37.97,0.55,991.85,,0.69,6.41,13,2018-11-28,Wednesday,,0,0,0,0,0,0,0
2827,4.42,Uber,Financial District,Fenway,30.5,1.0,c1120100-5d41-4188-a679-69f20184c317,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:00.53.38,38.67,0.76,996.88,,0.7,9.69,0,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
2455,1.66,Lyft,Fenway,Back Bay,34.0,1.75,cdf76514-05a1-4c8b-ad88-f0465007e614,lyft_lux,Lux Black,2018-11-29:01.02.08,38.74,0.71,997.14,,0.7,9.89,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
1647,3.07,Uber,North Station,Fenway,10.5,1.0,655bb274-d918-41f0-b570-819d1c80c7d9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:16.32.08,41.27,0.66,991.63,,0.63,10.42,16,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2166,1.06,Lyft,North End,West End,7.0,1.0,d9c6c41c-221f-4d41-aa50-01148a8594f6,lyft,Lyft,2018-11-28:14.02.07,38.41,0.48,991.64,,0.67,11.42,14,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2081,2.72,Uber,West End,Fenway,9.5,1.0,08336244-92f6-40e4-9d3b-83847605d722,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:06.50.30,41.04,0.98,1014.34,,0.92,1.8,6,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
2761,0.61,Uber,West End,Haymarket Square,,1.0,fc9163e7-f035-43b8-895d-fdfe866a1b54,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:12.02.07,34.61,0.82,991.2,,0.75,6.38,12,2018-11-28,Wednesday,,0,0,0,0,0,0,0
3287,1.56,Uber,Back Bay,Boston University,27.5,1.0,1569255d-c275-449a-af6a-e7b3483cd12c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:18.02.07,41.35,0.96,991.49,0.003,0.63,9.47,18,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1,1.57,Uber,North End,Theatre District,18.0,1.0,e5aa2477-afb5-4b83-a69d-18ee7d2bfd1d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:17.32.07,41.47,0.85,991.67,,0.63,9.93,17,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2697,1.09,Uber,North Station,North End,,1.0,c09fc131-ac1d-44c8-9b64-ba95414352d0,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:00.53.38,38.77,0.74,996.84,,0.7,9.84,0,2018-11-29,Thursday,,0,0,0,0,0,0,0
1607,2.32,Lyft,Fenway,Beacon Hill,9.0,1.0,12fec5b9-56c5-4847-81b4-f2cc1f0bb700,lyft,Lyft,2018-11-28:09.32.18,33.49,0.42,991.8,,0.84,5.89,9,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2830,1.03,Uber,North Station,North End,,1.0,e1f5e9cb-7314-4c89-8a73-4cf79aa359fd,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:02.09.19,38.4,0.49,997.91,0.002,0.7,10.48,2,2018-11-29,Thursday,,0,0,0,0,0,0,0
1985,2.1,Lyft,South Station,North Station,9.0,1.0,aee64327-3fc8-4795-aa06-9bb4e16dae04,lyft,Lyft,2018-11-28:09.32.18,33.33,0.42,991.79,,0.84,5.9,9,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2047,1.34,Uber,Fenway,Back Bay,8.0,1.0,e613598d-8565-44da-9748-a1a983952373,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:07.34.35,35.0,0.15,991.78,,0.8,6.62,7,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3001,2.39,Lyft,South Station,Beacon Hill,7.0,1.0,726cf2ac-24b4-42a8-9695-c7c7512fe22a,lyft_line,Shared,2018-11-28:21.02.08,41.26,0.93,993.45,,0.63,8.46,21,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
480,2.66,Uber,Fenway,Theatre District,,1.0,983f148d-1610-41f6-a162-780336c4f327,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:14.02.08,38.44,0.49,991.65,,0.67,11.31,14,2018-11-28,Wednesday,,0,0,0,0,0,0,0
1603,2.19,Uber,North End,Beacon Hill,29.5,1.0,b30a516c-442f-46fe-a785-95d34b5c9422,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:09.32.18,33.49,0.42,991.8,,0.84,5.89,9,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3042,2.94,Uber,Fenway,North Station,31.5,1.0,c44fd4c5-f631-429c-8090-ff4b60f0207a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:09.29.09,40.83,1.0,1014.75,,0.93,1.24,9,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3232,1.22,Uber,Northeastern University,Back Bay,7.5,1.0,bce9e249-3f87-4a86-a051-8793a2e3f7b8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:09.34.34,33.5,0.42,991.76,,0.83,5.97,9,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3240,3.05,Uber,Fenway,North Station,8.5,1.0,6552294a-dd24-4879-93fe-a3d1b756e995,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:15.35.09,44.4,0.89,1014.21,,0.89,4.99,15,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
1106,1.92,Lyft,North Station,South Station,13.5,1.0,63c308f6-cca9-4476-860d-2a7d82cd27a3,lyft_plus,Lyft XL,2018-11-29:01.02.08,36.8,0.71,997.12,,0.76,10.01,1,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3211,2.27,Uber,Boston University,Beacon Hill,10.0,1.0,c3f36ebd-0801-48c8-a772-79f92bc293c7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:21.05.10,44.83,1.0,1009.11,,0.85,9.24,21,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
2111,0.72,Uber,Haymarket Square,West End,7.0,1.0,b3fd2249-aa0a-4abe-b113-69b30bcc06cd,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:09.29.09,40.78,1.0,1014.75,,0.94,1.24,9,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
76,1.81,Uber,Northeastern University,Theatre District,,1.0,4d8704b7-a14b-4302-b779-f2e900963a8e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:14.06.23,38.51,0.48,991.69,,0.67,11.26,14,2018-11-28,Wednesday,,0,0,0,0,0,0,0
690,0.55,Uber,South Station,Theatre District,7.0,1.0,11f64abb-f634-460d-b8e2-7c0794c24fca,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:23.02.09,39.88,0.98,995.04,,0.64,10.05,23,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2424,3.05,Uber,Fenway,North Station,10.5,1.0,be4463f8-cf75-42ae-bf47-5aba681dc9a5,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:19.35.10,45.79,0.91,1010.89,,0.83,8.59,19,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
2646,1.56,Lyft,North End,Beacon Hill,13.5,1.0,02dbbf3f-72cd-415a-b805-978d4f481257,lyft_premier,Lux,2018-11-28:14.06.23,38.39,0.48,991.69,,0.67,11.36,14,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
641,1.79,Uber,Beacon Hill,North End,9.5,1.0,a1359ec1-7c0f-4b94-8074-0839b76d194f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:23.02.09,39.98,0.98,995.02,,0.64,10.04,23,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
616,3.53,Uber,Back Bay,South Station,12.0,1.0,3cc6c9fb-5960-473c-9586-fbf8f3dbab89,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.32.08,36.78,0.65,997.4,,0.77,10.16,1,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
1066,1.08,Lyft,Northeastern University,Back Bay,7.0,1.0,5e4ba597-74d0-4f29-a587-747ce90638af,lyft,Lyft,2018-11-28:13.02.07,36.88,0.64,991.57,,0.7,6.47,13,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
465,0.49,Uber,North Station,Haymarket Square,15.0,1.0,a32b2816-dc80-45e0-af54-06105f5bec6e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:02.09.19,38.37,0.49,997.92,0.002,0.7,10.45,2,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3578,2.45,Lyft,Beacon Hill,South Station,19.5,1.0,599d9d61-6474-4507-ae6a-7256a2383964,lyft_premier,Lux,2018-11-29:02.09.19,38.65,0.5,997.93,0.002,0.7,10.51,2,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
2475,2.37,Lyft,Fenway,Beacon Hill,16.5,1.0,c4098980-fc84-470b-9b8b-8dfab18bb5f7,lyft_plus,Lyft XL,2018-11-29:02.06.46,38.41,0.51,997.89,,0.7,10.34,2,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
2816,1.35,Lyft,Haymarket Square,Beacon Hill,7.0,1.0,7d2760e9-8ad0-4885-82d8-4c2e62ae5c26,lyft,Lyft,2018-11-29:04.39.58,37.54,0.47,998.84,0.0019,0.72,10.14,4,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
2432,3.45,Uber,South Station,Back Bay,10.0,1.0,54266a0e-5334-4690-809d-37a73aee0632,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:09.29.09,40.89,1.0,1014.75,,0.93,1.25,9,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
60,3.11,Lyft,Fenway,Theatre District,19.5,1.0,70a975d3-15c3-44d8-a170-06dee61b0980,lyft_plus,Lyft XL,2018-11-27:00.58.49,43.95,0.98,1005.98,0.1884,0.9,9.95,0,2018-11-27,Tuesday,XL,0,0,0,0,0,0,1
2782,2.38,Lyft,Beacon Hill,Fenway,11.0,1.25,6c2224e9-cfd8-4004-b90e-cffbb0113e09,lyft,Lyft,2018-11-28:13.32.07,37.97,0.55,991.86,,0.69,6.53,13,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2578,2.62,Uber,Boston University,Theatre District,,1.0,66a9d927-48c7-453e-a15c-35430b8b5ac6,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:19.32.07,40.46,1.0,992.55,,0.66,9.87,19,2018-11-28,Wednesday,,0,0,0,0,0,0,0
173,2.34,Uber,Back Bay,North End,10.5,1.0,bfc06e2f-ef5c-4b71-9a84-c14bf3e617ea,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:12.02.07,34.64,0.82,991.2,,0.75,6.39,12,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3088,2.73,Lyft,Beacon Hill,Boston University,16.5,1.0,913080a1-2750-49ed-9cd3-b75b7a97456a,lyft_premier,Lux,2018-11-29:02.32.08,38.14,0.37,998.34,,0.71,10.49,2,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
633,2.76,Lyft,Back Bay,North End,22.5,1.0,12b450e0-938b-4eeb-8754-261325a11b41,lyft_premier,Lux,2018-11-28:23.02.09,39.98,0.98,995.02,,0.64,10.04,23,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
1006,3.05,Uber,Fenway,North Station,10.5,1.0,bfbfccec-4e59-4c30-8028-645acd946f75,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:07.34.35,34.97,0.13,991.57,,0.8,6.71,7,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
213,3.39,Uber,North Station,Boston University,25.0,1.0,ec894345-b473-4387-aa54-fa41832d043a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:21.32.07,40.45,0.86,994.12,,0.65,9.41,21,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
585,3.01,Uber,Boston University,North Station,10.5,1.0,7531085b-44ed-40c0-aa1d-cbf3bb17f2f0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:17.32.07,41.43,0.86,991.66,,0.64,9.92,17,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
3216,3.3,Uber,Northeastern University,Financial District,26.0,1.0,7867560f-0e19-41cf-81e6-597b5409b6a1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:17.32.07,41.56,0.85,991.66,,0.63,9.94,17,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
